Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
n;cooley_tukey.cpp;28;2.417371988296509;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.8288466930389404;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.153709650039673;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.30328369140625;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.0689473152160645;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;0.8254365921020508;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.609158515930176;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.286642074584961;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.6416585445404053;0-7;Double bit-flip
size;cooley_tukey.cpp;53;3.8963372707366943;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.522532939910889;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.0248589515686035;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.520235538482666;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.176658391952515;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.593258857727051;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.920445203781128;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.70648193359375;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.69924259185791;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.704008102416992;0-7;Double bit-flip
i;cooley_tukey.cpp;83;6.562958478927612;0-7;Double bit-flip
size;cooley_tukey.cpp;53;7.264666795730591;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.944692850112915;0-7;Double bit-flip
size;cooley_tukey.cpp;53;3.7998790740966797;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.082559585571289;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.701086521148682;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.079380512237549;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;0.8274314403533936;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.774308443069458;0-7;Double bit-flip
n;cooley_tukey.cpp;28;0.9753081798553467;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.1412138938903809;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;1.1940162181854248;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.543720006942749;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.025895357131958;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;5.487257242202759;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.345438241958618;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.752727746963501;0-7;Double bit-flip
size;cooley_tukey.cpp;53;1.1062092781066895;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.03446364402771;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.063319444656372;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.8119466304779053;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.3172099590301514;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.338465929031372;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.781367301940918;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.1389691829681396;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;3.496886968612671;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.570815563201904;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.2475500106811523;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.1402246952056885;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.3853349685668945;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.2617721557617188;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.019507884979248;0-7;Double bit-flip
size;cooley_tukey.cpp;53;7.003429889678955;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.4235215187072754;0-7;Double bit-flip
line;cooley_tukey.cpp;51;0.7998356819152832;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;4.075926065444946;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.023358583450317;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.939406394958496;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.970816135406494;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.7522225379943848;0-7;Double bit-flip
i;cooley_tukey.cpp;35;2.9845986366271973;0-7;Double bit-flip
size;cooley_tukey.cpp;53;1.0114195346832275;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.3869926929473877;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.3260421752929688;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;7.3010618686676025;0-7;Double bit-flip
size;cooley_tukey.cpp;53;7.732706069946289;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.050757646560669;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.6047132015228271;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.1322391033172607;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.785362005233765;0-7;Double bit-flip
sinix;s_cexp.c;40;1.345531702041626;0-7;Double bit-flip
i;cooley_tukey.cpp;14;2.012925386428833;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.9120869636535645;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.210249900817871;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.323120355606079;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.720796585083008;0-7;Double bit-flip
